region,year,manufacturer,model,fuel,odometer,title_status,transmission,state,lat,long,price_category
kennewick-pasco-richland,2020.0,chevrolet,silverado 1500 lt 4x4,gas,8127.0,clean,automatic,wa,46.234838,-119.128015,high
kalamazoo,2015.0,chevrolet,camero,gas,150000.0,clean,automatic,mi,42.316052,-85.188374,low
sacramento,2008.0,dodge,durango,gas,169000.0,clean,automatic,ca,38.651979,-121.450418,low
poconos,2012.0,mini,cooper s countryman,gas,116854.0,clean,,pa,40.13519,-74.70357,low
fort collins / north CO,2018.0,bmw,x5 xdrive35i sport utility,gas,33038.0,clean,automatic,co,40.55,-105.06,high
yuba-sutter,1999.0,mercury,grand marquis ls,gas,156292.0,clean,automatic,ca,39.123441,-121.61144,low
los angeles,2015.0,audi,s4,gas,59012.0,clean,automatic,ca,34.151,-118.0889,high
charlottesville,2014.0,chevrolet,silverado 1500 lt,gas,76000.0,clean,automatic,va,37.810072,-78.536882,high
greenville / upstate,2013.0,nissan,altima,gas,168364.0,clean,automatic,sc,34.9453,-82.2209,medium
fresno / madera,2017.0,kia,optima,gas,119264.0,clean,automatic,ca,36.905852,-119.794299,medium
SF bay area,2008.0,chrysler,pt cruiser,gas,68000.0,clean,automatic,ca,37.7526,-121.77,low
sarasota-bradenton,2010.0,ford,escape,gas,123765.0,clean,automatic,fl,27.311,-82.521,low
worcester / central MA,1998.0,jeep,grand cherokee,gas,111000.0,clean,automatic,ma,42.1968,-71.7644,low
amarillo,2010.0,chevrolet,silverado 1500,gas,148146.0,clean,automatic,tx,35.203066,-101.895003,medium
myrtle beach,2014.0,bmw,640,gas,65957.0,clean,automatic,sc,33.770756,-79.020164,high
redding,2019.0,nissan,sentra,gas,32120.0,clean,automatic,ca,40.57218,-122.368589,medium
north jersey,2011.0,mitsubishi,lancer sportsback gts,gas,115121.0,clean,manual,nj,41.0817,-74.1861,low
minneapolis / st paul,2014.0,ford,focus se,gas,74878.0,clean,automatic,mn,44.793373,-93.417893,low
indianapolis,2009.0,mercedes-benz,r-class,gas,137060.0,clean,automatic,in,40.130257,-86.214202,low
kennewick-pasco-richland,2017.0,jeep,cherokee trailhawk 4x4 gas,gas,71725.0,clean,automatic,wa,46.234838,-119.128015,high
north jersey,2015.0,chevrolet,express,gas,42000.0,salvage,automatic,nj,40.988757,-74.302574,medium
albany,1974.0,pontiac,grandville,gas,999.0,clean,automatic,ga,32.0404,-84.2153,medium
philadelphia,2006.0,chevrolet,silverado 1500 work tr,gas,184652.0,clean,automatic,pa,40.085,-74.2042,low
watertown,2011.0,chevrolet,silverado z-71 4x4,gas,124100.0,clean,automatic,ny,43.9743,-75.9122,medium
cincinnati,2017.0,toyota,camry,gas,25254.0,clean,automatic,oh,39.187084,-84.653308,medium
central NJ,2015.0,toyota,corolla le,gas,74482.0,clean,automatic,nj,40.4226,-74.1799,medium
los angeles,2016.0,nissan,juke,gas,90000.0,clean,automatic,ca,33.888841,-118.352073,low
waterloo / cedar falls,2011.0,other,Suzuki SX4,gas,137181.0,clean,automatic,ia,42.506275,-92.466713,low
"st louis, MO",2013.0,kia,soul,gas,82589.0,clean,manual,il,38.36935,-90.158374,low
scranton / wilkes-barre,2019.0,gmc,sierra 1500 crew cab slt,gas,25731.0,clean,other,pa,41.4,-75.66,high
memphis,2007.0,ford,super duty f-750 straight frame,diesel,124669.0,clean,automatic,tn,40.468785,-74.281707,high
sacramento,2020.0,chevrolet,spark 1lt hatchback 4d,gas,31454.0,clean,other,ca,38.58,-121.49,medium
appleton-oshkosh-FDL,2017.0,mercedes-benz,gle 350,gas,25886.0,rebuilt,automatic,wi,44.321,-88.941,high
mcallen / edinburg,2012.0,ford,focus,gas,128000.0,clean,automatic,tx,26.2561,-98.3477,low
parkersburg-marietta,2016.0,other,Scion iM Hatchback 4D,gas,32573.0,clean,other,oh,39.26,-81.54,medium
space coast,2019.0,mini,countryman cooper se all4,gas,21246.0,clean,automatic,fl,28.17,-80.6,high
fairbanks,2018.0,kia,rio 5-door,gas,18321.0,clean,automatic,ak,64.81552,-147.71293,medium
richmond,2017.0,mercedes-benz,gls 450 sport,gas,43451.0,clean,other,in,39.82,-84.88,high
SF bay area,2007.0,other,135i 335i 335is 335xi  535i,gas,142500.0,clean,automatic,ca,37.5507,-122.3276,low
stockton,2015.0,mazda,mazda3,gas,122400.0,clean,automatic,ca,37.95868,-121.27473,low
montgomery,2017.0,ford,expedition xlt sport,gas,70760.0,clean,other,al,32.35,-86.28,high
boston,2013.0,ford,focus se hatchback,gas,112257.0,clean,automatic,ma,42.545356,-70.944353,low
knoxville,2017.0,infiniti,q60 3.0t premium coupe,other,52340.0,clean,other,tn,35.97,-83.94,high
tulsa,2014.0,volkswagen,jetta tdi,diesel,15638.0,clean,automatic,ok,36.140417,-95.887075,medium
orange county,2016.0,nissan,altima,gas,62732.0,clean,automatic,ca,33.83718,-117.84541,medium
san diego,2004.0,chevrolet,,gas,216526.0,clean,automatic,ca,32.697,-117.1153,low
new river valley,2019.0,toyota,tacoma double cab trd,other,12992.0,clean,other,va,37.12,-80.55,high
show low,1987.0,ford,mustang,gas,85000.0,clean,automatic,az,34.252066,-110.054297,medium
knoxville,2000.0,audi,s4 quattro,gas,171000.0,salvage,manual,tn,35.9244,-84.0015,low
rockford,2018.0,volkswagen,beetle 2.0t se,gas,18794.0,clean,other,il,42.27,-89.06,high
las vegas,2003.0,dodge,2500,diesel,220000.0,clean,automatic,nv,36.075714,-115.261602,high
north jersey,2018.0,ford,edge sel awd,,89484.0,clean,automatic,nj,40.46865,-74.29699,medium
madison,2016.0,gmc,acadia,gas,59830.0,clean,automatic,wi,42.595436,-87.845789,medium
maine,2003.0,nissan,xterra,gas,107392.0,clean,automatic,me,43.0921,-70.7429,low
hanford-corcoran,2016.0,lexus,gs 350 sedan 4d,gas,31992.0,clean,other,ca,36.27,-119.63,high
yuba-sutter,2012.0,dodge,grand caravan - stow 'n go - flex fuel - new tires,gas,95674.0,clean,automatic,ca,38.5892,-121.4057,low
orange county,2008.0,honda,odyssey,gas,205.0,clean,automatic,ca,33.563392,-117.661823,low
merced,2016.0,chevrolet,silverado 1500 lt 4wd,gas,32159.0,clean,automatic,ca,38.610767,-121.422557,high
ocala,2005.0,nissan,sentra,gas,53000.0,clean,automatic,fl,28.9295,-82.4892,low
san luis obispo,2013.0,volkswagen,jetta sportwagen,gas,65874.0,clean,automatic,ca,35.267013,-120.670023,medium
colorado springs,2007.0,toyota,tacoma,gas,95674.0,clean,manual,co,39.53018,-104.767626,medium
los angeles,2014.0,ford,fiesta,gas,124480.0,clean,automatic,ca,34.201479,-118.562814,low
muncie / anderson,2020.0,buick,encore gx select sport,gas,3722.0,clean,other,in,40.19,-85.39,high
new hampshire,2007.0,mercedes-benz,sl550,gas,55000.0,clean,automatic,nh,42.7846,-71.2176,medium
western massachusetts,2015.0,gmc,sierra,gas,78567.0,clean,automatic,ma,42.788204,-71.233728,high
cincinnati,2019.0,mazda,mx-5 miata grand touring,gas,4936.0,clean,other,oh,39.09,-84.51,high
fargo / moorhead,2014.0,ford,fiesta,gas,117502.0,clean,manual,mn,46.590185,-95.57469,medium
monterey bay,2014.0,chevrolet,silverado 1500 double cab,gas,97624.0,clean,automatic,ca,37.321152,-121.950555,high
ft myers / SW florida,2014.0,mercedes-benz,cla-class cla 250,other,39628.0,clean,other,fl,26.63,-81.85,medium
little rock,2014.0,dodge,dart,gas,90000.0,clean,automatic,ar,34.448189,-92.945831,low
springfield,2012.0,gmc,terrain,gas,107375.0,clean,automatic,il,39.81138,-89.60592,medium
philadelphia,2014.0,honda,accord,gas,73455.0,clean,automatic,pa,40.2084,-74.8291,medium
cincinnati,2020.0,chevrolet,corvette,gas,450.0,clean,other,oh,39.03,-84.559,high
detroit metro,2015.0,infiniti,q50,gas,39200.0,clean,automatic,mi,42.5125,-83.0643,medium
olympic peninsula,2014.0,chevrolet,camaro,gas,24029.0,clean,manual,wa,47.1991,-122.3151,high
south jersey,2007.0,jeep,wrangler,gas,187350.0,clean,automatic,nj,40.185945,-74.749874,medium
hartford,2020.0,kia,telluride lx sport utility,other,22524.0,clean,other,ct,41.76,-72.68,high
louisville,2017.0,dodge,challenger sxt,gas,37937.0,clean,automatic,ky,38.30906,-85.750364,high
pensacola,2019.0,nissan,versa note,gas,38758.0,clean,automatic,fl,30.468691,-87.25386,medium
jacksonville,2012.0,nissan,maxima,gas,115612.0,clean,automatic,fl,30.286603,-81.553709,low
mobile,2016.0,cadillac,ats,gas,4885.0,clean,automatic,al,30.668786,-88.105874,high
yuba-sutter,2001.0,lexus,es 300,gas,147049.0,clean,automatic,ca,39.123441,-121.61144,low
corvallis/albany,2001.0,ram,,gas,116346.0,clean,automatic,or,45.382346,-122.605132,high
philadelphia,2007.0,nissan,frontier crew cab,gas,156000.0,clean,automatic,pa,39.855,-75.7,low
bellingham,2017.0,ram,1500,gas,43763.0,clean,automatic,wa,47.1991,-122.3151,high
yuba-sutter,2012.0,ford,focus,gas,138536.0,clean,automatic,ca,39.022483,-121.612859,low
detroit metro,2017.0,hyundai,sonata plug-in hybrid,hybrid,29254.0,clean,manual,mi,42.22,-83.36,medium
northern WI,2013.0,ford,explorer,gas,105000.0,clean,automatic,wi,42.281,-87.95,medium
fayetteville,2012.0,toyota,prius v,hybrid,217300.0,clean,automatic,ar,36.1666,-94.1217,low
lakeland,2017.0,nissan,altima,gas,71219.0,clean,automatic,fl,27.9382,-82.3756,medium
tulsa,2003.0,ford,f150,gas,185000.0,clean,automatic,ok,36.321903,-95.8464,low
billings,2012.0,ram,3500,diesel,68484.0,clean,automatic,mt,47.81247,-122.32164,high
minneapolis / st paul,1989.0,toyota,mr2,gas,163000.0,clean,other,mn,45.8768,-95.1332,low
appleton-oshkosh-FDL,2001.0,ram,2500 slt,diesel,84000.0,clean,manual,wi,43.683862,-88.289824,high
pullman / moscow,2004.0,toyota,camry,gas,200000.0,clean,automatic,id,46.7352,-117.1729,low
muskegon,2015.0,chevrolet,equinox lt,gas,78000.0,clean,automatic,mi,43.190034,-86.155,medium
tulsa,2008.0,kia,sportage lx,gas,68421.0,clean,automatic,ok,35.990855,-95.886397,low
long island,2016.0,gmc,canyon crew cab sle pickup,gas,34425.0,clean,other,ny,40.8,-73.12,high
dallas / fort worth,2018.0,nissan,rogue,gas,32782.0,clean,automatic,tx,32.946016,-96.829355,medium
new haven,2013.0,honda,civic ex,gas,134247.0,clean,automatic,ct,41.46,-72.8222,medium
corvallis/albany,2013.0,subaru,outback,gas,121523.0,clean,automatic,or,45.4373,-122.6147,medium
wichita,2014.0,ford,f250 super duty crew cab,diesel,206341.0,clean,automatic,ks,30.1237,-95.2686,high
killeen / temple / ft hood,2017.0,acura,rdx,other,36319.0,clean,automatic,tx,31.124479,-97.721092,high
anchorage / mat-su,2018.0,jeep,compass,gas,43571.0,clean,automatic,ak,61.16167,-149.86312,high
altoona-johnstown,2003.0,jeep,liberty,gas,116000.0,clean,automatic,pa,40.755085,-78.534439,low
minneapolis / st paul,2009.0,volkswagen,cc sport,gas,97500.0,clean,automatic,mn,44.95435,-93.311874,low
springfield,2021.0,gmc,sierra 1500,diesel,9713.0,clean,automatic,mo,38.382623,-93.77344,high
holland,2007.0,bmw,328xi,gas,157000.0,clean,manual,mi,42.8138,-86.1435,low
florence,2018.0,gmc,sierra 1500 double cab sle,gas,24299.0,clean,other,sc,34.18,-79.78,high
palm springs,2008.0,audi,a3,gas,79000.0,clean,automatic,ca,33.745144,-116.351803,low
rockford,2016.0,jeep,wrangler unlimited rubicon,gas,45000.0,clean,automatic,il,42.3295,-89.0335,low
chillicothe,2015.0,volkswagen,golf tdi sel,diesel,51482.0,clean,other,oh,39.33,-82.98,medium
denver,2019.0,ford,transit connect cargo xlt,gas,32336.0,clean,other,co,39.76,-104.87,high
cleveland,2016.0,other,Blue Bird All American,diesel,65368.0,clean,automatic,oh,40.468785,-74.281707,high
raleigh / durham / CH,1999.0,ford,explorer,gas,137450.0,clean,automatic,nc,35.723998,-78.847676,low
bakersfield,2020.0,lincoln,corsair reserve sport,gas,7469.0,clean,other,ca,35.38,-119.02,high
phoenix,2015.0,infiniti,q70 3.7 sedan 4d,gas,58491.0,clean,other,az,33.51,-112.36,high
central NJ,2018.0,gmc,yukon xl,gas,70750.0,clean,automatic,nj,40.2043,-74.1779,high
phoenix,2013.0,toyota,sienna se wheelchair han,gas,15162.0,clean,automatic,az,33.681077,-112.05849,high
lincoln,2011.0,ford,f150 supercrew cab,other,193238.0,clean,automatic,ne,40.7378,-96.8445,medium
monterey bay,2019.0,lincoln,mkz,hybrid,17894.0,clean,automatic,ca,36.616382,-121.843524,high
columbia / jeff city,2008.0,gmc,sierra 1500,gas,76372.0,clean,automatic,mo,38.9371,-92.334,high
columbus,2004.0,ford,taurus,gas,154607.0,clean,automatic,oh,39.955,-83.134,low
southwest michigan,2011.0,ford,explorer,gas,213302.0,clean,automatic,mi,43.1824,-84.1122,low
bakersfield,2006.0,nissan,xterra,gas,142000.0,clean,automatic,ca,34.0662,-117.3993,low
medford-ashland,2012.0,jeep,liberty sport,gas,106000.0,clean,automatic,or,42.4363,-122.8366,medium
jackson,2018.0,ram,1500 quad cab harvest pickup,gas,29979.0,clean,other,mi,42.24,-84.4,high
charlotte,2010.0,toyota,tacoma access cab pickup,other,,clean,other,nc,35.19,-80.83,medium
boise,2004.0,chevrolet,avalanche,gas,120020.0,clean,automatic,id,43.583406,-116.559463,medium
sioux city,1987.0,ford,foxbody,gas,57000.0,clean,automatic,ia,41.7715,-96.3924,low
stockton,2012.0,audi,a5 2.0t fronttrak premium,other,63904.0,clean,other,ca,33.7865,-84.4454,medium
albuquerque,2020.0,chrysler,pacifica touring l plus,other,18470.0,clean,other,nm,35.11,-106.62,high
wilmington,2012.0,gmc,sierra 2500 hd extended cab,gas,68696.0,clean,other,nc,34.21,-77.91,high
new york city,2014.0,rover,sport,other,53574.0,clean,automatic,ny,40.81603,-73.46397,high
ocala,2011.0,ford,f350 super duty,diesel,149291.0,clean,automatic,fl,28.9223,-82.39,high
winchester,2017.0,jeep,wrangler,gas,33314.0,clean,automatic,va,38.762669,-77.461754,high
pensacola,2001.0,ford,crown victoria lx,gas,149000.0,clean,automatic,fl,30.6698,-87.1794,low
fort collins / north CO,2002.0,ford,f-150,gas,196000.0,clean,automatic,co,40.5473,-105.1076,low
tri-cities,2006.0,cadillac,dts,gas,95886.0,clean,automatic,tn,37.286501,-80.056719,low
bellingham,2016.0,mini,cooper fwd gas hatchback,gas,44746.0,clean,automatic,wa,47.841211,-122.297249,medium
denver,2018.0,hyundai,accent se sedan 4d,gas,33718.0,clean,other,co,39.76,-104.87,medium
rochester,2008.0,gmc,sierra 2500hd,diesel,204536.0,clean,automatic,mn,44.307057,-93.289528,medium
omaha / council bluffs,2015.0,chevrolet,spark lt,gas,32495.0,rebuilt,automatic,ia,41.190799,-95.977409,low
lewiston / clarkston,2017.0,acura,ilx,gas,26837.0,clean,automatic,id,46.206891,-116.896288,high
south jersey,2014.0,ford,fusion,gas,118065.0,clean,automatic,nj,40.185945,-74.749874,medium
lubbock,2019.0,ford,f-150,gas,29458.0,clean,automatic,tx,33.196047,-102.273565,high
hartford,2012.0,ford,super duty f-550 drw,diesel,52307.0,clean,automatic,ct,40.468785,-74.281707,high
louisville,2012.0,hyundai,sonata,gas,115000.0,rebuilt,automatic,ky,37.8808,-84.5646,low
new orleans,2015.0,bmw,328i,gas,84765.0,clean,automatic,la,30.002045,-90.137921,medium
richmond,2009.0,mini,cooper,gas,111231.0,clean,manual,va,38.337032,-77.482903,low
terre haute,2020.0,dodge,durango gt plus sport,gas,26829.0,clean,other,in,39.47,-87.38,high
daytona beach,2003.0,dodge,durango,gas,9600.0,clean,automatic,fl,29.4861,-81.2045,low
ann arbor,1994.0,chevrolet,,gas,220000.0,clean,automatic,mi,42.4567,-83.659,low
billings,2018.0,audi,a3 premium,gas,22604.0,clean,automatic,mt,47.7989,-116.7423,high
ft myers / SW florida,2019.0,volkswagen,atlas s 4motion sport,other,9067.0,clean,other,fl,26.14,-81.79,high
syracuse,2003.0,gmc,sonoma,gas,87438.0,,other,ny,42.970943,-76.613296,medium
anchorage / mat-su,2019.0,ford,f350 super duty lariat,diesel,47100.0,clean,automatic,ak,61.19,-149.8938,high
toledo,2018.0,toyota,camry,gas,74700.0,clean,other,oh,41.229643,-84.032606,medium
springfield,2012.0,chevrolet,silverado,diesel,186000.0,clean,automatic,il,30.64763,-97.861919,high
new york city,1980.0,lincoln,continental,gas,26000.0,clean,automatic,ny,41.1673,-73.8538,low
lawton,2019.0,chevrolet,silverado 1500 crew,gas,21014.0,clean,other,ok,34.6,-98.42,high
akron / canton,2007.0,honda,accord,gas,158496.0,clean,automatic,oh,41.115721,-81.348205,low
redding,2012.0,volkswagen,tiguan,gas,78813.0,clean,automatic,ca,38.608824,-121.400837,medium
yuba-sutter,2016.0,toyota,tundra double cab sr,gas,22870.0,clean,other,ca,39.05,-121.61,high
lakeland,2016.0,chevrolet,silverado,gas,108911.0,clean,automatic,fl,28.00853,-82.45974,high
fresno / madera,2012.0,hyundai,genesis 3.8 sedan 4d,other,77718.0,clean,other,ca,33.779214,-84.411811,medium
heartland florida,2018.0,ford,f-150 xlt,gas,230223.0,clean,automatic,fl,27.234099,-80.829894,medium
ft myers / SW florida,2007.0,dodge,caliber,gas,79160.0,clean,automatic,fl,26.571661,-81.877633,low
seattle-tacoma,2000.0,cadillac,escalade base 4dr suv,gas,140645.0,,automatic,wa,47.816633,-122.318936,low
knoxville,2018.0,toyota,tundra crewmax,gas,50572.0,clean,automatic,tn,35.858,-84.1194,high
"washington, DC",2018.0,audi,a4,gas,73290.0,clean,automatic,dc,38.50835,-77.37164,medium
syracuse,2012.0,chevrolet,silverado,gas,241000.0,clean,automatic,ny,42.93,-76.5626,medium
fayetteville,2017.0,mercedes-benz,s-class,gas,50731.0,clean,automatic,ar,38.4018,-93.785,high
detroit metro,2015.0,honda,fit,gas,68909.0,clean,manual,mi,42.55021,-83.7895,medium
monterey bay,1999.0,chevrolet,corvette z51,gas,99920.0,clean,automatic,ca,36.6811,-121.6176,medium
hartford,2014.0,chevrolet,silverado 2500 hd crew,other,29223.0,clean,other,ct,41.76,-72.68,high
wenatchee,2013.0,ford,f150 fx4 4x4 half ton gas,gas,75137.0,clean,automatic,wa,46.234838,-119.128015,high
missoula,2006.0,toyota,4runner,gas,278000.0,clean,automatic,mt,47.5525,-114.1054,medium
new hampshire,2009.0,chevrolet,silverado 1500,gas,160817.0,clean,automatic,nh,42.875305,-71.156237,medium
phoenix,2016.0,mercedes-benz,cls-class cls 400,gas,42973.0,clean,automatic,az,33.44,-112.08,high
rhode island,2019.0,chrysler,300 touring l sedan 4d,other,19690.0,clean,other,ri,41.82,-71.41,high
fayetteville,2014.0,ford,super duty f-350 srw,gas,160142.0,clean,automatic,ar,,,medium
stockton,2017.0,ford,mustang,gas,41163.0,clean,automatic,ca,37.95868,-121.27473,medium
louisville,2008.0,gmc,yukon,gas,178866.0,clean,automatic,ky,38.325624,-85.468628,medium
spokane / coeur d'alene,2011.0,jeep,wrangler,gas,110315.0,clean,other,id,47.714927,-116.790784,medium
dubuque,2008.0,chevrolet,silverado 1500 crew cab,other,229440.0,clean,automatic,ia,42.4778,-92.3661,low
rockford,2015.0,dodge,journey r/t sport utility,gas,77833.0,clean,other,il,42.27,-89.06,medium
southeast IA,2000.0,chevrolet,silverado 1500,gas,74896.0,clean,automatic,ia,41.3301,-92.2019,medium
redding,2020.0,ford,ranger supercab xl pickup,gas,10740.0,clean,other,ca,33.779214,-84.411811,high
indianapolis,2014.0,ford,expedition el limited,gas,97200.0,clean,automatic,in,39.6177,-86.1907,high
long island,2008.0,audi,s4,gas,87000.0,clean,automatic,ny,40.865608,-73.364038,medium
hartford,2013.0,jeep,wrangler,gas,104482.0,clean,automatic,ct,43.066264,-71.447,high
sheboygan,2018.0,jeep,wrangler unlimited all new,gas,27616.0,clean,other,wi,43.7,-87.74,high
catskills,2016.0,toyota,tundra double cab sr,gas,22870.0,clean,other,ny,42.21,-73.86,high
fayetteville,2018.0,lexus,nx 300 sport utility 4d,other,15923.0,clean,other,nc,35.05,-78.87,high
moses lake,2007.0,honda,accord,gas,225000.0,clean,automatic,wa,47.1374,-119.2891,low
omaha / council bluffs,2017.0,chevrolet,silverado 1500,other,75571.0,clean,automatic,ia,39.0705,-93.7133,high
cincinnati,2008.0,subaru,impreza wrx,gas,187000.0,clean,manual,oh,39.03,-84.559,low
eugene,2004.0,mini,cooper,gas,107477.0,clean,other,or,44.058499,-123.106176,low
cleveland,2020.0,cadillac,xt4 sport suv 4d,other,5261.0,clean,other,oh,41.47,-81.67,high
knoxville,2018.0,honda,civic lx 2.0,gas,34000.0,rebuilt,automatic,tn,35.95734,-83.817959,medium
syracuse,2014.0,ford,explorer,gas,121870.0,clean,automatic,ny,43.1226,-76.1284,low
portland,2011.0,chevrolet,hhr lt,gas,88000.0,clean,automatic,or,45.6418,-122.6251,low
ventura county,2013.0,bmw,7 series,gas,91509.0,clean,automatic,ca,33.882535,-118.353148,medium
new york city,2009.0,lexus,es 350,gas,98500.0,clean,automatic,ny,40.7239,-73.7127,low
eau claire,2013.0,subaru,impreza wrx premium hatch,gas,,clean,manual,wi,44.843195,-91.550371,medium
rhode island,2018.0,mercedes-benz,e-class e 400,other,31235.0,clean,other,ri,41.82,-71.41,high
dayton / springfield,2017.0,honda,civic,gas,44162.0,clean,automatic,oh,39.651352,-84.222938,medium
maine,1992.0,other,international 4900,diesel,53000.0,clean,automatic,me,44.0943,-69.4828,medium
tyler / east TX,2011.0,honda,odyssey touring,gas,218000.0,clean,automatic,tx,32.158902,-95.456257,low
tulsa,2010.0,chevrolet,camaro,gas,70000.0,clean,automatic,ok,35.2204,-97.4577,medium
albany,2015.0,ford,transit cargo van,other,76751.0,clean,automatic,ny,43.220454,-77.819038,medium
san antonio,2016.0,nissan,frontier crew cab pro-4x,gas,24661.0,clean,automatic,tx,29.45,-98.5,high
